ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title	Gene.ID	Chromosome.location	GO.Function	GO.Process	GO.Component	GO.Function.ID	GO.Process.ID	GO.Component.ID	
1448162_at	0.221321774629743	0.0019362412851712	-4.5585002219546	-0.915589512122891	-0.969741577738914	Vcam1	vascular cell adhesion molecule 1	22329	3 50.17 cM	cell adhesion molecule binding///integrin binding///primary amine oxidase activity	amine metabolic process///cell adhesion///cell adhesion///cell chemotaxis///cell-matrix adhesion///cellular response to glucose stimulus///chorio-allantoic fusion///embryonic placenta morphogenesis///heart development///heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules///heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules///leukocyte cell-cell adhesion///leukocyte cell-cell adhesion///leukocyte tethering or rolling///oxidation-reduction process///positive regulation of T cell proliferation///single organismal cell-cell adhesion///viral process///visceral serous pericardium development	Golgi apparatus///alpha9-beta1 integrin-vascular cell adhesion molecule-1 complex///anchored component of membrane///apical part of cell///cell periphery///cell surface///early endosome///endoplasmic reticulum///external side of plasma membrane///extracellular space///extracellular vesicular exosome///filopodium///integral component of membrane///membrane///microvillus///plasma membrane///podosome///sarcolemma	GO:0050839///GO:0005178///GO:0008131	GO:0009308///GO:0007155///GO:0007155///GO:0060326///GO:0007160///GO:0071333///GO:0060710///GO:0060669///GO:0007507///GO:0007157///GO:0007157///GO:0007159///GO:0007159///GO:0050901///GO:0055114///GO:0042102///GO:0016337///GO:0016032///GO:0061032	GO:0005794///GO:0071065///GO:0031225///GO:0045177///GO:0071944///GO:0009986///GO:0005769///GO:0005783///GO:0009897///GO:0005615///GO:0070062///GO:0030175///GO:0016021///GO:0016020///GO:0005902///GO:0005886///GO:0002102///GO:0042383	
1422257_s_at	0.221321774629743	0.00194133336136988	-4.55647578686629	-0.91804048997228	-1.96415419313983	Cyp2b10	cytochrome P450, family 2, subfamily b, polypeptide 10	13088	7 14.11 cM	aromatase activity///heme binding///iron ion binding///metal ion binding///monooxygenase activity///oxidoreductase activity///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen///oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen///steroid hydroxylase activity	cellular ketone metabolic process///drug metabolic process///exogenous drug catabolic process///oxidation-reduction process///steroid metabolic process///xenobiotic metabolic process	endoplasmic reticulum///intracellular membrane-bounded organelle///membrane	GO:0070330///GO:0020037///GO:0005506///GO:0046872///GO:0004497///GO:0016491///GO:0016705///GO:0016712///GO:0008395	GO:0042180///GO:0017144///GO:0042738///GO:0055114///GO:0008202///GO:0006805	GO:0005783///GO:0043231///GO:0016020	
1417978_at	0.221321774629743	0.00195220612539015	-4.55217241020746	-0.923252950525288	-1.27925771100255	Eif4e3	eukaryotic translation initiation factor 4E member 3	66892	6	RNA binding///molecular_function///translation initiation factor activity	biological_process///regulation of translation///translation///translational initiation	cellular_component///cytoplasm	GO:0003723///GO:0003674///GO:0003743	GO:0008150///GO:0006417///GO:0006412///GO:0006413	GO:0005575///GO:0005737	
1423033_at	0.221321774629743	0.00195777298870307	4.5499791552778	-0.925910770719195	1.12608021164714	Stt3a	STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)	16430	9 20.67 cM	dolichyl-diphosphooligosaccharide-protein glycotransferase activity///oligosaccharyl transferase activity///transferase activity///transferase activity, transferring glycosyl groups	co-translational protein modification///protein N-linked glycosylation via asparagine///protein glycosylation	endoplasmic reticulum///integral component of membrane///membrane///membrane	GO:0004579///GO:0004576///GO:0016740///GO:0016757	GO:0043686///GO:0018279///GO:0006486	GO:0005783///GO:0016021///GO:0016020///GO:0016020	
1449905_at	0.221321774629743	0.00196567364462613	-4.54687803795354	-0.929670184057924	-0.80518595835882	Clec4f	C-type lectin domain family 4, member f	51811	6	carbohydrate binding///galactose binding///glycolipid binding	NK T cell activation///endocytosis	integral component of membrane///membrane///plasma membrane	GO:0030246///GO:0005534///GO:0051861	GO:0051132///GO:0006897	GO:0016021///GO:0016020///GO:0005886	
1451335_at	0.221321774629743	0.001977363670524	-4.54231431576513	-0.935205729224941	-1.06453066435731	Plac8	placenta-specific 8	231507	5 48.49 cM	chromatin binding///protein binding	brown fat cell differentiation///defense response to bacterium///negative regulation of apoptotic process///negative regulation of apoptotic process///negative regulation of multicellular organism growth///positive regulation of cell proliferation///positive regulation of transcription from RNA polymerase II promoter///positive regulation of transcription from RNA polymerase II promoter///response to cold	nucleus	GO:0003682///GO:0005515	GO:0050873///GO:0042742///GO:0043066///GO:0043066///GO:0040015///GO:0008284///GO:0045944///GO:0045944///GO:0009409	GO:0005634	
1437680_x_at	0.221321774629743	0.00197761705921626	4.54221571930066	-0.935325361410553	0.745965447097586	Glrx2	glutaredoxin 2 (thioltransferase)	69367	1 62.53 cM	2 iron, 2 sulfur cluster binding///electron carrier activity///iron-sulfur cluster binding///metal ion binding///protein disulfide oxidoreductase activity///transferase activity	cell redox homeostasis///oxidation-reduction process///response to hydrogen peroxide///response to organic substance///transport	mitochondrion///mitochondrion///nucleus	GO:0051537///GO:0009055///GO:0051536///GO:0046872///GO:0015035///GO:0016740	GO:0045454///GO:0055114///GO:0042542///GO:0010033///GO:0006810	GO:0005739///GO:0005739///GO:0005634	
1422962_a_at	0.221321774629743	0.00198243083936213	-4.54034522665509	-0.937595247849759	-0.691908580478451	Psmb8	proteasome (prosome, macropain) subunit, beta type 8 (large multifunctional peptidase 7)	16913	17 17.98 cM	endopeptidase activity///hydrolase activity///peptidase activity///threonine-type endopeptidase activity	antigen processing and presentation///cell differentiation///fat cell differentiation///fat cell differentiation///immune system process///proteolysis///proteolysis involved in cellular protein catabolic process	cytoplasm///extracellular vesicular exosome///nucleus///proteasome complex///proteasome core complex///spermatoproteasome complex	GO:0004175///GO:0016787///GO:0008233///GO:0004298	GO:0019882///GO:0030154///GO:0045444///GO:0045444///GO:0002376///GO:0006508///GO:0051603	GO:0005737///GO:0070062///GO:0005634///GO:0000502///GO:0005839///GO:1990111	
1422005_at	0.221321774629743	0.00199760636212871	-4.53448063057233	-0.944716025778671	-0.75407362159012	Eif2ak2	eukaryotic translation initiation factor 2-alpha kinase 2	19106	17 49.56 cM	ATP binding///RNA binding///double-stranded RNA binding///double-stranded RNA binding///kinase activity///non-membrane spanning protein tyrosine kinase activity///nucleotide binding///poly(A) RNA binding///protein binding///protein kinase activity///protein kinase activity///protein kinase activity///protein serine/threonine kinase activity///protein tyrosine kinase activity///transferase activity///transferase activity, transferring phosphorus-containing groups///translation initiation factor activity	activation of MAPKK activity///defense response to virus///endoplasmic reticulum unfolded protein response///immune system process///innate immune response///negative regulation of apoptotic process///negative regulation of osteoblast proliferation///negative regulation of translation///negative regulation of viral genome replication///negative regulation of viral genome replication///phosphorylation///positive regulation of NF-kappaB transcription factor activity///positive regulation of NIK/NF-kappaB signaling///positive regulation of apoptotic process///positive regulation of chemokine production///positive regulation of cytokine production///positive regulation of stress-activated MAPK cascade///protein autophosphorylation///protein autophosphorylation///protein phosphorylation///protein phosphorylation///protein phosphorylation///regulation of NLRP3 inflammasome complex assembly///regulation of hematopoietic progenitor cell differentiation///regulation of hematopoietic stem cell differentiation///regulation of hematopoietic stem cell proliferation///regulation of transcription, DNA-templated///response to interferon-alpha///response to lipopolysaccharide///response to toxic substance///response to virus///response to vitamin E///transcription, DNA-templated///translation///translational initiation	cytoplasm///membrane///nucleus///perinuclear region of cytoplasm	GO:0005524///GO:0003723///GO:0003725///GO:0003725///GO:0016301///GO:0004715///GO:0000166///GO:0044822///GO:0005515///GO:0004672///GO:0004672///GO:0004672///GO:0004674///GO:0004713///GO:0016740///GO:0016772///GO:0003743	GO:0000186///GO:0051607///GO:0030968///GO:0002376///GO:0045087///GO:0043066///GO:0033689///GO:0017148///GO:0045071///GO:0045071///GO:0016310///GO:0051092///GO:1901224///GO:0043065///GO:0032722///GO:0001819///GO:0032874///GO:0046777///GO:0046777///GO:0006468///GO:0006468///GO:0006468///GO:1900225///GO:1901532///GO:1902036///GO:1902033///GO:0006355///GO:0035455///GO:0032496///GO:0009636///GO:0009615///GO:0033197///GO:0006351///GO:0006412///GO:0006413	GO:0005737///GO:0016020///GO:0005634///GO:0048471	
1448980_at	0.221321774629743	0.0019996017540369	4.53371311417912	-0.945648385894284	0.848391625306755	Ghrl	ghrelin	58991	6 52.84 cM	G-protein coupled receptor binding///ghrelin receptor binding///growth hormone-releasing hormone activity///hormone activity///hormone activity///protein tyrosine kinase activator activity	G-protein coupled receptor signaling pathway///actin polymerization or depolymerization///activation of MAPK activity///adult feeding behavior///decidualization///dendrite development///dendrite development///gastric acid secretion///negative regulation of apoptotic process///negative regulation of circadian sleep/wake cycle, REM sleep///negative regulation of endothelial cell proliferation///negative regulation of inflammatory response///negative regulation of insulin secretion///negative regulation of insulin secretion///negative regulation of interleukin-1 beta production///negative regulation of interleukin-6 biosynthetic process///negative regulation of locomotion///negative regulation of tumor necrosis factor biosynthetic process///positive regulation of appetite///positive regulation of appetite///positive regulation of appetite///NOT positive regulation of appetite///positive regulation of circadian sleep/wake cycle, non-REM sleep///positive regulation of corticotropin secretion///positive regulation of cortisol secretion///positive regulation of cytosolic calcium ion concentration///positive regulation of growth hormone secretion///positive regulation of insulin secretion///positive regulation of protein tyrosine kinase activity///positive regulation of response to food///positive regulation of synapse assembly///positive regulation of synapse assembly///regulation of cell proliferation///regulation of excitatory postsynaptic membrane potential///regulation of response to food///response to estrogen///response to hormone///visual learning	axon///cytoplasm///cytosol///extracellular region///extracellular region///extracellular space	GO:0001664///GO:0031768///GO:0016608///GO:0005179///GO:0005179///GO:0030296	GO:0007186///GO:0008154///GO:0000187///GO:0008343///GO:0046697///GO:0016358///GO:0016358///GO:0001696///GO:0043066///GO:0042322///GO:0001937///GO:0050728///GO:0046676///GO:0046676///GO:0032691///GO:0045409///GO:0040013///GO:0042536///GO:0032100///GO:0032100///GO:0032100///NOT GO:0032100///GO:0046010///GO:0051461///GO:0051464///GO:0007204///GO:0060124///GO:0032024///GO:0061098///GO:0032097///GO:0051965///GO:0051965///GO:0042127///GO:0060079///GO:0032095///GO:0043627///GO:0009725///GO:0008542	GO:0030424///GO:0005737///GO:0005829///GO:0005576///GO:0005576///GO:0005615	
1450678_at	0.221845830539935	0.00201411375457146	-4.5281560798539	-0.95240199771519	-0.627390599139385	Itgb2	integrin beta 2	16414	10 39.72 cM	ICAM-3 receptor activity///cell adhesion molecule binding///contributes_to cell adhesion molecule binding///glycoprotein binding///metal ion binding///protein binding///protein complex binding///protein heterodimerization activity///protein kinase binding///receptor activity	activated T cell proliferation///cell adhesion///cell adhesion///cell-matrix adhesion///cellular extravasation///cellular extravasation///endothelial cell migration///heterotypic cell-cell adhesion///integrin-mediated signaling pathway///leukocyte cell-cell adhesion///leukocyte migration involved in inflammatory response///multicellular organismal development///natural killer cell activation///neutrophil chemotaxis///neutrophil chemotaxis///positive regulation of NF-kappaB transcription factor activity///positive regulation of angiogenesis///positive regulation of nitric oxide biosynthetic process///receptor clustering///regulation of peptidyl-tyrosine phosphorylation///signal transduction///single organismal cell-cell adhesion///single organismal cell-cell adhesion	cell surface///cell surface///extracellular vesicular exosome///integral component of membrane///integrin alphaL-beta2 complex///integrin complex///membrane///membrane///membrane raft///plasma membrane///receptor complex///vesicle	GO:0030369///GO:0050839///contributes_to GO:0050839///GO:0001948///GO:0046872///GO:0005515///GO:0032403///GO:0046982///GO:0019901///GO:0004872	GO:0050798///GO:0007155///GO:0007155///GO:0007160///GO:0045123///GO:0045123///GO:0043542///GO:0034113///GO:0007229///GO:0007159///GO:0002523///GO:0007275///GO:0030101///GO:0030593///GO:0030593///GO:0051092///GO:0045766///GO:0045429///GO:0043113///GO:0050730///GO:0007165///GO:0016337///GO:0016337	GO:0009986///GO:0009986///GO:0070062///GO:0016021///GO:0034687///GO:0008305///GO:0016020///GO:0016020///GO:0045121///GO:0005886///GO:0043235///GO:0031982	
